"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"359",94061,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
"360",94062,1,2,2,1,2,2,2,2,1,11,4.05,3,2,1,1
"361",94063,1,2,2,2,2,2,2,2,1,2,0.29,1,2,3,1
"362",94064,1,2,2,2,2,2,2,2,2,5,0.57,1,2,1,1
"363",94065,2,2,1,2,2,2,2,2,2,5,1.79,2,2,1,1
"364",94066,1,2,2,2,2,2,2,1,2,11,3.02,3,1,NA,1
"365",94067,1,2,2,2,2,2,2,2,2,7,1.22,1,2,1,2
"366",94068,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
"367",94069,1,2,2,2,2,2,2,2,2,7,2.02,3,2,2,1
"368",94070,1,2,2,2,2,2,2,1,2,12,4.15,3,1,NA,1
"369",94071,1,2,2,2,2,2,2,2,2,10,3.53,3,1,NA,1
"370",94072,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"371",94073,2,2,1,2,2,2,2,2,2,8,3.78,3,2,1,1
"372",94074,1,2,2,2,2,2,2,2,2,9,4.55,3,1,NA,1
"373",94075,1,1,2,2,2,2,2,2,1,6,1.2,1,2,1,1
"374",94076,1,2,2,2,2,2,2,2,1,3,0.39,1,2,1,1
"375",94077,2,2,1,2,2,2,2,1,2,6,2.49,3,1,NA,1
"376",94078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",94079,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"378",94080,2,2,1,2,2,2,2,1,2,6,1.7,2,1,NA,1
"379",94081,1,1,1,2,1,2,2,1,2,12,4.39,3,2,5,9
"380",94082,2,2,1,2,2,2,2,1,2,8,2.96,3,1,NA,1
"381",94083,1,2,2,2,2,2,2,2,1,9,1.62,2,2,1,1
"382",94084,1,2,2,2,2,2,2,2,2,8,2.96,3,2,3,1
"383",94085,2,2,1,2,1,2,2,2,2,4,1.11,1,2,2,1
"384",94086,2,2,1,2,1,2,2,1,2,6,2.17,3,1,NA,1
"385",94087,1,1,2,2,2,2,2,2,2,1,0,1,2,1,2
"386",94088,1,2,2,2,2,2,2,1,2,11,3.12,3,1,NA,1
"387",94089,1,2,1,2,2,2,2,2,2,2,0.36,1,2,1,1
"388",94090,1,2,2,2,2,2,2,2,1,12,5,3,2,1,1
"389",94091,1,2,2,2,2,2,2,2,2,12,4.39,3,2,1,1
"390",94092,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA,1
"391",94093,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"392",94094,1,2,2,2,2,2,2,2,2,6,1.14,1,2,1,1
"393",94095,2,2,1,2,2,2,2,2,2,77,NA,7,2,1,1
"394",94096,2,1,1,2,1,2,2,1,2,77,NA,3,1,NA,1
"395",94097,1,1,2,1,2,2,1,2,1,5,0.98,1,2,1,1
"396",94098,1,2,2,2,2,2,2,2,2,6,1.85,2,2,1,1
"397",94099,1,1,2,2,2,2,2,2,2,8,1.44,2,2,3,1
"398",94100,1,2,2,2,2,2,2,2,2,5,0.82,1,2,1,1
"399",94101,1,1,1,2,2,2,2,2,2,11,5,3,2,1,1
"400",94102,1,2,1,2,1,2,2,2,2,99,NA,3,1,NA,1
"401",94103,1,2,2,2,2,2,2,2,2,10,3.64,3,1,NA,1
"402",94104,1,2,2,2,2,2,2,2,2,9,2.08,3,2,1,1
"403",94105,1,2,2,1,2,2,2,2,1,11,2.86,3,1,NA,1
"404",94106,7,2,2,9,1,2,2,1,2,99,NA,2,2,1,1
"405",94107,1,2,2,2,2,2,2,2,1,11,2.55,3,2,1,2
"406",94108,1,2,2,2,2,2,2,2,2,3,1.19,1,2,1,4
"407",94109,1,2,2,2,2,2,1,2,2,2,0.28,1,2,1,3
"408",94110,1,2,2,2,2,2,2,2,2,9,2.39,3,2,3,1
"409",94111,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1,1
"410",94112,1,2,2,2,2,2,2,2,2,4,1.02,1,2,1,1
"411",94113,1,2,1,2,2,2,2,2,2,5,1.26,1,2,1,1
"412",94114,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,2
"413",94115,1,2,2,2,2,2,1,2,2,3,0.54,1,2,1,1
"414",94116,1,2,2,1,1,2,2,2,2,9,3.65,3,1,NA,1
"415",94117,1,2,2,1,1,2,2,2,2,6,1.48,2,2,1,1
"416",94118,2,2,2,1,2,2,2,2,1,1,0,1,2,1,1
"417",94119,1,2,1,1,2,2,2,2,1,5,0.98,1,2,1,1
"418",94120,1,2,2,2,2,2,2,2,2,7,0.97,1,2,1,1
"419",94121,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"420",94122,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"421",94123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",94124,1,2,2,2,2,2,2,2,2,6,1.07,1,2,1,1
"423",94125,1,2,2,2,2,2,2,2,2,5,0.86,1,2,1,1
"424",94126,1,2,2,2,2,2,2,2,2,6,1.63,2,2,1,2
"425",94127,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
"426",94128,1,2,2,2,2,2,2,2,1,9,4.94,3,1,NA,1
"427",94129,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"428",94130,1,2,1,2,2,1,2,2,2,99,NA,1,2,1,3
"429",94131,1,1,2,1,2,2,2,2,2,9,2.44,3,1,NA,1
"430",94132,2,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
"431",94133,1,2,2,2,2,2,2,2,2,99,NA,7,2,77,1
"432",94134,1,2,2,2,2,2,2,2,2,5,0.82,1,2,1,1
"433",94135,1,2,2,2,2,2,2,2,2,7,2.55,3,2,3,1
"434",94136,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"435",94137,1,1,1,2,1,2,2,1,2,11,2.92,3,1,NA,1
"436",94138,1,2,1,2,1,2,2,1,2,10,4.14,3,1,NA,1
"437",94139,1,2,2,2,2,2,2,2,2,4,0.99,1,2,1,1
"438",94140,1,2,2,2,2,2,2,2,2,4,0.92,1,2,1,6
"439",94141,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"440",94142,1,2,2,2,2,2,2,2,1,8,2.92,3,2,1,1
"441",94143,1,2,2,2,2,2,1,2,2,7,1.26,1,2,1,1
"442",94144,2,2,1,1,2,2,2,2,2,6,1.55,2,2,3,1
"443",94145,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"444",94146,1,2,2,2,2,2,2,2,1,6,0.77,1,2,1,1
"445",94147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",94148,1,1,2,2,2,2,2,2,2,2,0.24,1,2,2,1
"447",94149,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,2
"448",94150,2,2,1,1,1,2,2,1,2,6,1.74,2,2,1,1
"449",94151,1,2,2,2,2,2,2,1,2,6,2.79,3,2,1,1
"450",94152,1,2,2,1,2,2,2,2,2,5,1.47,2,1,NA,1
"451",94153,1,2,1,2,2,1,2,2,1,6,0.87,1,2,1,1
"452",94154,1,1,1,2,1,2,2,1,2,10,4.37,3,1,NA,1
"453",94155,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"454",94156,1,1,2,2,2,2,2,2,2,11,5,3,2,2,1
"455",94157,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"456",94158,1,2,2,2,2,2,1,2,2,99,NA,9,2,99,1
"457",94159,1,2,2,2,2,2,2,2,2,5,1.18,1,2,1,3
"458",94160,1,1,2,2,2,2,2,2,2,11,2.58,3,1,NA,1
"459",94161,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"460",94162,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,2
"461",94163,1,1,2,2,2,2,2,1,1,7,1.22,1,1,NA,1
"462",94164,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"463",94165,1,2,1,2,2,1,2,2,2,3,0.46,1,2,1,1
"464",94166,1,2,2,2,2,2,2,2,1,5,1.78,2,2,3,1
"465",94167,1,2,1,2,1,2,1,1,1,99,NA,3,2,3,2
"466",94168,9,2,1,2,1,2,2,2,2,99,NA,9,9,NA,6
"467",94169,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"468",94170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",94171,1,2,2,2,2,2,2,2,2,6,1,1,2,1,1
"470",94172,1,1,2,2,2,2,2,2,1,11,3.41,3,2,4,1
"471",94173,1,2,1,2,2,2,2,2,2,99,NA,1,2,1,1
"472",94174,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,2
"473",94175,2,2,1,2,2,2,2,2,2,5,1.36,2,2,1,1
"474",94176,1,1,2,2,2,2,2,2,2,10,5,3,2,3,1
"475",94177,1,2,9,2,2,9,2,2,2,6,1.44,2,2,3,1
"476",94178,1,1,2,2,2,2,2,2,2,11,2.86,3,2,1,1
"477",94179,1,2,1,2,1,2,2,2,2,5,1.42,2,1,NA,1
"478",94180,1,2,2,2,2,2,2,2,2,8,1.63,2,2,5,1
"479",94181,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
"480",94182,2,1,2,2,1,2,2,1,2,7,2.97,3,1,NA,5
"481",94183,1,2,2,2,2,2,2,1,2,10,4.21,3,1,NA,1
"482",94184,1,2,1,2,2,1,9,1,1,8,1.16,1,2,1,1
"483",94185,1,2,2,2,2,2,2,2,2,77,NA,9,2,99,1
"484",94186,2,2,1,1,2,2,2,2,2,1,0,1,1,NA,1
"485",94187,1,2,2,2,2,2,2,2,2,9,2.89,3,2,1,1
"486",94188,1,1,1,2,2,2,2,2,2,3,0.77,1,1,NA,1
"487",94189,1,2,2,2,2,2,2,2,1,99,NA,9,1,NA,1
"488",94190,1,1,1,2,2,2,2,1,2,12,4.15,3,1,NA,2
"489",94191,1,2,2,2,2,2,2,2,2,10,2.24,3,2,1,1
"490",94192,1,2,2,2,2,2,1,1,2,9,3.65,3,1,NA,2
"491",94193,1,2,1,2,2,2,2,2,1,3,0.57,1,2,1,2
"492",94194,1,1,2,2,2,2,2,2,2,7,1.46,2,2,1,1
"493",94195,1,1,2,2,2,2,2,2,2,7,1.22,1,2,1,1
"494",94196,1,1,2,2,2,2,2,1,2,6,0.64,1,1,NA,1
"495",94197,2,1,2,2,2,1,2,2,2,5,0.98,1,1,NA,2
"496",94198,1,2,1,2,2,2,2,2,2,11,4.62,3,1,NA,1
"497",94199,2,2,2,2,2,2,2,2,2,1,0,1,2,1,4
"498",94200,1,2,2,2,2,2,2,2,2,11,3.06,3,2,1,1
"499",94201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",94202,1,1,1,2,1,2,2,1,2,12,5,3,2,4,1
"501",94203,1,1,2,2,2,2,2,2,2,10,2.73,3,2,1,1
"502",94204,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
"503",94205,1,2,1,2,2,2,2,9,2,99,NA,9,9,NA,1
"504",94206,2,1,2,2,2,2,2,1,2,10,3.46,3,2,3,1
"505",94207,2,2,1,2,2,2,2,2,2,77,NA,1,2,1,1
"506",94208,2,1,1,2,2,2,2,1,2,5,1.18,1,1,NA,1
"507",94209,1,2,1,2,2,2,2,1,2,12,4.63,3,1,NA,1
"508",94210,2,2,1,2,2,2,2,2,2,77,NA,1,2,1,1
"509",94211,1,2,2,2,2,2,2,2,2,4,1.38,2,2,4,1
"510",94212,1,1,1,1,2,1,2,2,2,12,4.3,3,2,2,1
"511",94213,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
"512",94214,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
"513",94215,1,1,2,2,2,2,2,2,2,7,1.85,2,2,1,1
"514",94216,1,1,1,2,2,2,2,2,2,11,5,3,1,NA,1
"515",94217,1,2,2,2,2,2,2,1,2,12,4.88,3,1,NA,1
"516",94218,1,1,2,2,2,2,2,2,2,99,NA,9,2,1,1
"517",94219,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"518",94220,1,1,2,2,2,2,2,2,1,3,0.36,1,2,1,1
"519",94221,2,1,2,2,2,2,2,2,2,1,0,1,2,1,2
"520",94222,1,1,2,2,2,2,1,2,2,77,NA,7,7,NA,1
"521",94223,1,2,1,1,2,2,2,2,2,7,1.73,2,2,1,1
"522",94224,1,2,2,2,2,2,2,2,1,11,4.11,3,2,2,2
"523",94225,1,2,2,2,2,2,2,2,2,99,NA,1,2,3,1
"524",94226,1,1,2,2,2,2,2,2,2,9,3.65,3,2,1,1
"525",94227,2,2,1,2,1,1,2,1,2,8,3.95,3,1,NA,1
"526",94228,1,2,2,2,2,2,2,2,2,5,0.4,1,2,1,1
"527",94229,1,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,3
"528",94230,1,2,1,1,2,1,2,2,1,99,NA,9,2,99,1
"529",94231,1,2,2,2,2,2,2,1,2,1,0,1,1,NA,1
"530",94232,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"531",94233,1,1,2,2,2,2,2,1,2,7,1.76,2,1,NA,1
"532",94234,1,1,2,2,2,1,2,2,2,7,1.56,2,2,1,1
"533",94235,1,2,2,2,2,2,2,2,2,1,0,1,2,2,1
"534",94236,2,2,2,2,2,2,2,2,2,3,0.69,1,2,1,2
"535",94237,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"536",94238,1,2,2,2,1,2,2,2,1,11,4.7,3,2,2,1
"537",94239,1,1,2,2,2,2,2,1,2,10,5,3,1,NA,1
"538",94240,1,2,2,2,2,2,2,2,2,12,4.69,3,1,NA,1
"539",94241,1,2,2,2,2,2,2,1,2,9,1.45,2,2,3,1
"540",94242,1,1,1,1,2,2,1,2,2,4,0.73,1,2,1,3
"541",94243,2,2,1,2,2,2,2,1,1,5,1.4,2,2,3,1
"542",94244,2,2,1,2,1,2,2,2,1,5,0.75,1,2,1,1
"543",94245,1,1,1,1,2,2,2,2,2,11,5,3,2,1,1
"544",94246,1,2,2,2,2,2,2,2,2,1,0,1,2,3,1
"545",94247,1,2,2,2,2,2,2,2,1,6,1.9,3,2,1,1
"546",94248,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,1
"547",94249,1,2,1,2,2,2,2,2,1,7,2.22,3,2,1,1
"548",94250,1,2,2,2,2,2,2,2,2,8,2.31,3,2,1,1
"549",94251,1,2,2,2,2,2,2,2,2,7,2.05,3,1,NA,1
"550",94252,1,2,2,2,2,2,2,2,2,12,4.17,3,2,1,1
"551",94253,2,2,1,2,2,2,2,2,2,4,1.04,1,2,1,1
"552",94254,1,1,2,1,2,2,2,1,2,12,4.88,3,1,NA,1
"553",94255,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"554",94256,1,2,2,2,2,2,2,2,2,4,0.72,1,2,1,1
"555",94257,1,2,2,2,2,2,2,2,2,8,2.2,3,2,1,1
"556",94258,1,1,2,2,2,2,2,1,2,9,2.79,3,1,NA,1
"557",94259,1,2,2,2,2,2,2,2,2,7,2.14,3,2,1,1
"558",94260,1,2,2,2,2,2,2,2,2,10,2.87,3,2,3,1
"559",94261,1,2,2,2,2,2,2,1,2,5,1.4,2,2,3,1
"560",94262,1,2,2,1,2,2,2,2,2,5,1.18,1,1,NA,1
"561",94263,1,2,2,2,2,2,2,2,1,5,1.12,1,2,1,1
"562",94264,1,2,2,2,1,2,2,2,2,11,2.92,3,1,NA,1
"563",94265,2,2,1,2,2,1,2,2,2,6,1.2,1,2,1,2
"564",94266,1,2,1,2,1,1,2,2,2,77,NA,1,2,1,1
"565",94267,1,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"566",94268,1,2,1,2,2,2,2,2,2,11,2.42,3,2,4,1
"567",94269,1,2,2,2,2,2,2,2,2,9,1.58,2,2,1,1
"568",94270,1,2,2,2,2,2,2,2,2,4,0.65,1,2,1,4
"569",94271,1,1,2,2,2,2,2,2,1,5,1.48,2,2,1,1
"570",94272,1,2,2,1,2,2,2,2,2,7,1.41,2,2,1,1
"571",94273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",94274,1,1,2,2,1,2,2,1,2,12,5,3,1,NA,1
"573",94275,1,2,2,2,2,2,2,2,2,9,2.89,3,7,NA,1
"574",94276,1,2,1,2,2,1,1,1,2,8,2.29,3,2,1,1
"575",94277,1,2,2,2,2,2,2,2,2,3,0.48,1,2,1,1
"576",94278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",94279,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"578",94280,1,2,1,2,2,1,2,2,1,6,0.87,1,2,1,1
"579",94281,1,2,2,2,2,2,2,2,2,2,0.24,1,2,1,1
"580",94282,1,2,2,2,2,2,1,2,2,3,0.48,1,2,1,1
"581",94283,1,2,2,2,2,2,2,2,2,3,0.89,1,2,1,4
"582",94284,1,2,2,2,2,2,2,2,2,8,2.92,3,2,1,1
"583",94285,2,2,1,2,2,1,2,2,2,9,2.04,3,2,1,1
"584",94286,2,2,1,2,1,2,2,1,2,7,2.99,3,1,NA,1
"585",94287,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"586",94288,1,2,2,2,2,2,1,2,2,5,0.82,1,2,1,1
"587",94289,1,2,2,2,2,2,2,1,2,6,1.81,2,2,1,1
"588",94290,1,2,2,2,2,2,2,2,2,9,1.82,2,2,1,1
"589",94291,1,2,2,2,2,2,2,2,1,4,0.73,1,2,1,1
"590",94292,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
"591",94293,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"592",94294,9,9,2,2,2,2,2,2,2,99,NA,9,2,99,2
"593",94295,1,2,2,2,2,2,1,2,2,11,2.96,3,2,4,2
"594",94296,1,2,2,2,2,2,2,2,2,6,1.47,2,2,1,1
"595",94297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",94298,1,2,1,2,1,2,2,2,2,8,2.96,3,2,1,1
"597",94299,1,2,2,2,2,2,2,2,1,7,2,3,2,1,1
"598",94300,1,2,1,2,1,2,2,1,2,8,3.95,3,1,NA,1
"599",94301,1,2,2,2,2,2,2,1,2,8,2.15,3,1,NA,2
"600",94302,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
"601",94303,1,2,1,2,2,2,2,2,2,4,0.57,1,2,1,6
"602",94304,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"603",94305,1,1,2,2,2,2,2,2,2,10,3.41,3,2,5,1
"604",94306,1,2,2,2,2,2,2,2,2,7,2.97,3,2,1,1
"605",94307,1,2,2,2,2,2,2,2,1,7,1.09,1,2,1,1
"606",94308,1,1,2,2,2,2,2,2,2,12,2.57,3,1,NA,1
"607",94309,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"608",94310,1,2,2,2,2,2,2,2,2,7,2.19,3,1,NA,1
"609",94311,1,2,2,2,2,2,2,2,2,6,1.75,2,2,1,1
"610",94312,1,2,2,2,2,2,2,2,1,3,0.4,1,2,1,1
"611",94313,2,2,1,1,2,1,2,2,2,8,3.13,3,2,1,1
"612",94314,1,2,2,2,2,2,2,2,2,7,1.8,2,1,NA,1
"613",94315,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
"614",94316,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
"615",94317,1,2,1,2,1,2,1,1,1,99,NA,3,2,3,2
"616",94318,1,1,2,2,2,2,2,1,2,11,3.26,3,2,1,1
"617",94319,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"618",94320,1,2,1,2,2,2,2,2,2,6,0.72,1,2,1,1
"619",94321,2,2,1,2,2,1,2,2,2,2,0.74,1,2,99,1
"620",94322,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,4
"621",94323,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"622",94324,1,1,2,2,2,2,2,2,2,2,0.4,1,2,1,1
"623",94325,2,2,2,1,2,2,2,2,2,3,1.08,1,2,1,2
"624",94326,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"625",94327,2,2,2,1,1,2,2,2,2,4,1.49,2,2,1,1
"626",94328,1,2,2,2,2,2,2,1,2,8,1.84,2,1,NA,1
"627",94329,1,2,2,2,2,2,2,2,2,10,2.13,3,2,2,2
"628",94330,1,2,2,2,2,2,2,2,2,7,2.02,3,2,2,1
"629",94331,1,2,2,2,2,2,2,1,2,99,NA,2,1,NA,1
"630",94332,1,2,2,2,2,2,2,2,2,1,0,1,2,1,7
"631",94333,2,2,2,2,2,2,2,2,2,4,1.11,1,2,1,1
"632",94334,2,2,1,2,2,2,2,2,2,4,1.06,1,1,NA,1
"633",94335,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1,3
"634",94336,2,2,1,2,2,1,2,2,2,6,1.73,2,2,1,1
"635",94337,1,1,2,2,2,2,2,2,2,6,0.89,1,2,1,1
"636",94338,1,1,2,2,2,2,1,1,1,99,NA,9,2,2,1
"637",94339,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,2
"638",94340,1,2,2,2,2,2,2,2,2,10,4.52,3,1,NA,1
"639",94341,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"640",94342,2,2,2,1,1,2,2,1,1,11,5,3,1,NA,1
"641",94343,1,2,1,2,1,2,2,2,2,8,2.92,3,2,1,1
"642",94344,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"643",94345,1,1,1,2,2,2,2,2,2,9,3.69,3,2,1,1
"644",94346,1,2,2,2,2,2,2,1,2,4,0.78,1,2,1,1
"645",94347,1,2,2,2,2,2,1,2,2,3,0.29,1,2,1,1
"646",94348,1,2,1,2,2,2,2,1,2,99,NA,2,9,NA,1
"647",94349,1,2,2,2,2,2,2,2,2,6,0.89,1,1,NA,1
"648",94350,1,2,2,2,2,2,2,1,2,11,3.41,3,1,NA,1
"649",94351,1,1,2,2,2,2,2,2,1,9,1.75,2,2,5,1
"650",94352,2,2,1,2,1,2,2,1,2,6,1.6,2,2,1,1
"651",94353,1,2,2,2,2,1,2,2,2,7,1.46,2,2,1,1
"652",94354,1,1,2,2,2,2,2,2,2,12,3.91,3,2,3,1
"653",94355,1,1,2,2,2,2,1,1,2,8,1.26,1,2,1,1
"654",94356,2,1,2,2,2,2,2,2,2,4,1.49,2,2,1,6
"655",94357,1,2,1,2,2,1,2,2,1,6,0.87,1,2,1,1
"656",94358,1,2,2,2,2,2,2,2,1,7,1.53,2,2,1,1
"657",94359,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
"658",94360,1,2,2,2,2,1,2,2,2,2,0.74,1,2,1,1
"659",94361,1,2,2,2,2,2,2,2,2,99,NA,2,2,4,1
"660",94362,1,2,1,2,1,2,2,1,2,8,2.64,3,7,NA,1
"661",94363,2,2,1,2,2,2,2,1,2,7,2.97,3,1,NA,1
"662",94364,1,2,2,2,2,2,2,2,2,8,2.43,3,2,1,1
"663",94365,1,2,1,2,2,2,2,2,2,3,0.39,1,1,NA,3
"664",94366,1,2,2,2,2,2,2,1,2,8,4.25,3,2,4,1
"665",94367,1,2,9,2,2,9,9,2,1,7,1.67,2,2,2,1
"666",94368,1,2,2,2,2,2,2,2,2,11,5,3,2,3,1
"667",94369,1,2,1,2,2,1,2,2,1,12,5,3,2,1,1
"668",94370,1,2,2,2,2,1,2,2,2,4,0.73,1,2,2,1
"669",94371,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"670",94372,2,2,1,2,2,2,2,1,2,10,3.26,3,2,1,1
"671",94373,2,2,1,2,2,1,2,2,2,6,1.57,2,2,3,1
"672",94374,1,1,2,2,2,2,2,2,1,5,1.78,2,2,1,1
"673",94375,1,2,2,2,2,2,2,2,2,11,4.05,3,2,1,1
"674",94376,1,1,1,2,2,2,2,1,2,11,2.03,3,1,NA,1
"675",94377,1,2,2,2,2,2,2,2,2,6,2.09,3,2,1,2
"676",94378,1,2,2,2,2,2,1,1,1,8,1.45,2,1,NA,1
"677",94379,1,2,2,2,1,2,2,1,1,6,0.98,1,2,1,1
"678",94380,2,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"679",94381,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
"680",94382,1,2,2,1,2,2,2,1,1,3,0.8,1,2,1,4
"681",94383,1,2,2,2,2,2,2,2,2,11,3.02,3,2,1,1
"682",94384,1,2,2,2,1,2,2,2,2,10,3.35,3,1,NA,1
"683",94385,1,1,2,1,2,2,2,2,2,8,2.35,3,2,4,1
"684",94386,1,2,1,2,2,2,2,2,2,6,2.57,3,1,NA,1
"685",94387,1,2,2,2,2,2,2,2,2,7,2.97,3,1,NA,1
"686",94388,1,2,2,1,2,2,2,2,2,6,1.17,1,2,1,1
"687",94389,1,1,2,2,2,2,2,2,2,5,0.96,1,2,1,1
"688",94390,2,2,1,2,2,2,2,1,2,5,1.39,2,1,NA,1
"689",94391,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"690",94392,1,1,2,2,2,2,2,2,1,9,2.76,3,2,1,1
"691",94393,1,2,2,2,2,2,2,2,2,8,1.46,2,2,3,1
"692",94394,1,2,1,2,2,1,2,2,1,5,0.87,1,2,1,2
"693",94395,1,2,2,2,2,1,2,2,2,6,1.47,2,2,1,1
"694",94396,1,2,2,2,2,2,2,2,1,5,0.63,1,2,1,1
"695",94397,2,2,2,2,2,2,2,2,1,99,NA,9,2,99,2
"696",94398,2,2,2,2,2,2,1,2,2,5,0.98,1,2,1,3
"697",94399,2,1,1,2,2,2,1,2,2,11,4.11,3,2,2,1
"698",94400,1,2,2,2,2,2,2,2,2,4,0.72,1,2,1,1
"699",94401,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"700",94402,1,2,2,2,2,2,2,2,1,7,1.43,2,2,1,1
"701",94403,2,2,1,1,1,2,2,2,2,6,0.79,1,2,1,1
"702",94404,1,2,1,2,1,2,2,2,2,6,2.39,3,2,2,1
"703",94405,2,2,1,2,2,1,1,2,2,2,0.59,1,2,1,3
"704",94406,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,2
"705",94407,2,2,1,2,1,2,2,1,2,77,NA,3,1,NA,1
"706",94408,2,2,1,2,1,2,2,2,2,6,1.87,3,2,1,1
"707",94409,1,2,2,1,2,1,2,2,2,4,0.41,1,2,1,1
"708",94410,2,2,1,2,2,2,2,2,2,99,NA,1,7,NA,1
"709",94411,1,2,1,2,2,1,2,2,2,5,1.19,1,2,1,1
"710",94412,2,2,1,1,2,2,2,2,2,3,0.73,1,2,1,8
"711",94413,1,2,1,2,2,2,2,1,1,8,2.31,3,7,NA,1
"712",94414,2,2,1,1,2,1,1,2,2,99,NA,1,2,2,6
"713",94415,1,2,2,2,2,2,2,2,2,4,0.88,1,2,1,1
"714",94416,1,2,2,2,2,2,2,2,2,6,1.47,2,2,1,1
"715",94417,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1,1
"716",94418,2,2,1,2,1,2,2,2,2,7,2.51,3,1,NA,1
"717",94419,1,2,2,2,2,2,2,2,2,4,0.81,1,2,1,1
"718",94420,2,2,1,2,2,2,2,1,2,4,1.39,2,1,NA,1
"719",94421,1,2,2,2,2,2,2,2,2,12,4.62,3,1,NA,1
"720",94422,1,2,1,2,2,2,2,2,2,5,0.88,1,2,1,1
"721",94423,1,1,2,2,2,2,2,2,2,3,0.41,1,2,1,2
