"","SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ300","IND310","INQ320"
"7343",101045,1,1,2,2,1,2,1,2,1,99,NA,3,1,NA,1
"7344",101046,2,2,1,2,2,2,2,2,2,3,1.2,1,2,1,1
"7345",101047,1,2,2,2,2,2,2,2,2,5,0.82,1,2,2,1
"7346",101048,1,2,2,2,2,2,2,2,2,11,3.41,3,2,2,1
"7347",101049,1,2,2,2,2,2,2,2,2,2,0.44,1,2,1,1
"7348",101050,1,2,2,2,2,2,2,2,2,9,1.78,2,2,2,1
"7349",101051,1,2,2,2,2,2,2,2,2,7,2.22,3,2,1,1
"7350",101052,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,1
"7351",101053,1,2,2,2,2,2,2,2,2,8,1.75,2,2,2,1
"7352",101054,1,2,2,2,2,2,2,2,2,3,0.57,1,2,1,4
"7353",101055,1,2,1,2,2,2,2,1,1,10,4.43,3,2,3,1
"7354",101056,2,2,2,1,2,2,2,2,2,3,1.09,1,2,1,1
"7355",101057,1,2,2,2,2,1,2,2,2,9,1.82,2,2,1,1
"7356",101058,1,2,2,2,2,2,2,2,1,3,0.4,1,2,1,1
"7357",101059,2,2,2,1,2,2,2,2,1,1,0,1,2,1,1
"7358",101060,2,2,1,1,1,1,2,1,2,7,1.99,3,2,2,1
"7359",101061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7360",101062,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"7361",101063,1,1,1,2,1,2,2,1,2,12,5,3,7,NA,1
"7362",101064,1,2,1,2,2,1,2,2,2,4,1.11,1,2,1,2
"7363",101065,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
"7364",101066,1,2,2,2,2,2,2,2,2,11,3.41,3,2,2,1
"7365",101067,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"7366",101068,1,1,2,2,2,2,2,1,2,9,2.39,3,1,NA,1
"7367",101069,1,2,2,2,2,2,2,2,1,6,0.88,1,2,1,1
"7368",101070,1,2,1,2,2,2,2,2,1,12,2.68,3,1,NA,1
"7369",101071,1,2,2,2,2,2,2,2,1,9,1.75,2,2,1,1
"7370",101072,1,2,2,2,2,2,2,2,2,3,0.48,1,2,1,1
"7371",101073,1,2,2,2,2,2,2,2,2,3,0.39,1,2,1,1
"7372",101074,1,2,2,2,2,2,2,2,2,8,2.81,3,2,1,1
"7373",101075,1,2,1,2,1,2,2,2,2,9,2.89,3,2,1,1
"7374",101076,1,2,2,2,2,2,2,2,2,12,4.25,3,1,NA,1
"7375",101077,1,1,2,2,2,2,1,2,1,3,0.53,1,2,1,1
"7376",101078,2,2,1,2,2,2,2,2,2,4,1.41,2,2,1,6
"7377",101079,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"7378",101080,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7379",101081,1,1,2,2,2,2,2,2,2,5,1.18,1,2,1,1
"7380",101082,1,2,2,2,2,2,2,1,2,9,2.39,3,1,NA,1
"7381",101083,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7382",101084,1,2,1,2,1,2,2,2,2,12,5,3,2,1,1
"7383",101085,1,1,2,2,2,2,2,2,2,7,2.02,3,1,NA,1
"7384",101086,1,2,2,1,2,2,2,1,2,99,NA,2,2,2,1
"7385",101087,1,2,2,2,2,2,2,2,2,10,4.16,3,2,3,1
"7386",101088,2,2,1,2,2,2,2,2,2,7,2.14,3,2,1,1
"7387",101089,2,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
"7388",101090,1,1,2,2,2,2,2,1,2,9,2.44,3,1,NA,1
"7389",101091,1,2,2,2,1,2,2,2,1,7,2.34,3,2,1,1
"7390",101092,1,2,2,2,2,2,2,2,1,6,0.88,1,2,1,1
"7391",101093,1,2,1,2,2,2,2,2,2,99,NA,1,2,99,6
"7392",101094,1,2,2,2,2,2,2,2,2,77,NA,3,2,3,1
"7393",101095,1,2,2,2,2,2,2,2,2,7,2.36,3,2,1,1
"7394",101096,1,2,2,2,2,2,2,2,2,3,0.4,1,2,2,7
"7395",101097,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1,1
"7396",101098,1,2,2,2,1,2,2,1,2,99,NA,3,1,NA,1
"7397",101099,2,2,2,2,2,1,2,2,2,2,0.54,1,2,1,4
"7398",101100,1,2,2,2,2,2,2,2,2,11,3.34,3,2,1,1
"7399",101101,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7400",101102,1,1,1,2,2,2,2,1,2,4,1,1,1,NA,1
"7401",101103,1,2,2,2,2,2,2,2,2,6,2.57,3,2,1,1
"7402",101104,1,1,2,2,1,2,1,2,2,11,2.92,3,1,NA,1
"7403",101105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7404",101106,1,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"7405",101107,1,2,2,2,2,2,2,2,2,9,1.58,2,2,1,1
"7406",101108,1,2,2,2,2,2,2,1,1,11,4.7,3,1,NA,1
"7407",101109,2,2,2,1,1,2,2,2,2,4,1.49,2,2,1,1
"7408",101110,2,1,2,2,2,2,2,1,2,10,3.46,3,1,NA,1
"7409",101111,1,2,2,2,2,1,2,2,2,99,NA,9,2,77,1
"7410",101112,1,2,2,2,2,2,2,2,2,10,3.46,3,2,3,1
"7411",101113,1,2,2,2,2,2,2,2,2,10,2.5,3,2,1,2
"7412",101114,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7413",101115,1,2,2,2,2,2,2,2,1,2,0.29,1,2,1,1
"7414",101116,1,1,2,2,2,2,2,1,2,10,3.35,3,1,NA,1
"7415",101117,1,1,2,2,2,2,2,2,2,7,1.51,2,9,NA,1
"7416",101118,1,2,2,2,2,2,2,2,2,8,1.71,2,1,NA,1
"7417",101119,1,2,2,2,2,2,2,2,2,2,0.29,1,2,1,1
"7418",101120,2,2,1,2,1,2,2,1,2,7,2.73,3,2,2,1
"7419",101121,1,2,2,2,1,2,1,2,2,9,1.82,2,2,1,1
"7420",101122,1,2,2,2,2,2,1,2,2,2,0.4,1,2,1,4
"7421",101123,2,2,1,1,1,2,2,2,2,7,2.44,3,2,1,1
"7422",101124,2,1,1,2,2,2,2,1,2,7,2.22,3,1,NA,1
"7423",101125,2,2,1,2,2,2,2,2,1,3,0.43,1,2,1,2
"7424",101126,1,2,1,1,1,2,2,1,1,11,3.41,3,1,NA,1
"7425",101127,1,2,2,2,2,2,2,2,2,6,1.23,1,2,1,1
"7426",101128,1,1,2,2,2,2,2,2,1,9,2.08,3,2,3,1
"7427",101129,1,2,2,2,2,2,2,2,2,8,1.84,2,1,NA,1
"7428",101130,1,2,2,2,2,2,2,2,2,8,2.31,3,2,1,1
"7429",101131,2,2,1,2,2,1,1,2,2,7,0.95,1,2,1,1
"7430",101132,1,2,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"7431",101133,1,2,2,2,2,2,2,2,2,8,1.88,3,2,1,1
"7432",101134,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA,1
"7433",101135,1,2,2,2,2,2,2,2,2,10,1.89,3,2,1,2
"7434",101136,2,2,1,2,2,2,2,1,2,77,NA,3,2,4,1
"7435",101137,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA,2
"7436",101138,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7437",101139,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7438",101140,2,2,1,2,2,1,2,2,2,77,NA,7,2,1,1
"7439",101141,9,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"7440",101142,1,2,2,2,2,2,2,2,2,10,2.63,3,2,1,1
"7441",101143,1,2,1,2,2,2,2,2,2,8,2.88,3,2,2,1
"7442",101144,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"7443",101145,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
"7444",101146,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1,1
"7445",101147,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,5
"7446",101148,1,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,1
"7447",101149,2,2,1,2,2,2,1,2,2,3,0.81,1,2,1,1
"7448",101150,1,1,2,2,2,2,2,2,2,10,1.45,2,2,1,7
"7449",101151,7,2,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,77
"7450",101152,1,2,1,2,2,1,2,2,2,10,2.45,3,2,99,1
"7451",101153,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7452",101154,9,9,2,2,2,2,2,2,2,99,NA,9,2,99,2
"7453",101155,2,2,2,2,2,1,2,2,2,3,0.81,1,2,1,5
"7454",101156,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA,1
"7455",101157,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
"7456",101158,1,1,2,2,2,2,2,2,1,6,0.82,1,2,1,1
"7457",101159,1,2,2,1,2,2,2,1,1,10,3.46,3,1,NA,1
"7458",101160,1,2,2,2,2,2,2,2,2,12,3.75,3,1,NA,1
"7459",101161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7460",101162,2,2,2,1,2,1,2,2,2,8,2.49,3,2,1,1
"7461",101163,1,1,1,2,2,2,2,2,2,2,0.74,1,2,1,1
"7462",101164,1,1,2,2,2,2,2,1,2,12,4.88,3,1,NA,1
"7463",101165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7464",101166,1,1,2,2,2,2,2,2,2,99,NA,2,9,NA,1
"7465",101167,1,1,1,1,2,1,2,1,1,7,0.97,1,1,NA,1
"7466",101168,1,1,2,2,2,2,2,2,2,1,0.08,1,2,2,1
"7467",101169,1,2,2,2,2,1,2,2,2,2,0.52,1,2,1,1
"7468",101170,1,1,2,2,2,2,2,1,2,12,4.78,3,1,NA,1
"7469",101171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7470",101172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7471",101173,1,2,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
"7472",101174,1,2,1,1,2,2,9,2,1,8,2.35,3,2,1,1
"7473",101175,1,2,2,1,2,2,2,2,2,3,1.19,1,2,1,4
"7474",101176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7475",101177,1,1,2,2,2,2,2,2,2,99,NA,3,2,1,1
"7476",101178,1,2,2,2,2,2,1,1,2,6,1.39,2,2,1,1
"7477",101179,1,2,2,2,2,2,2,2,2,3,0.87,1,2,1,1
"7478",101180,2,2,1,2,1,2,2,1,2,9,3.92,3,1,NA,1
"7479",101181,1,2,2,2,2,2,2,2,1,11,4.11,3,2,2,2
"7480",101182,1,1,2,2,1,2,1,2,2,11,2.92,3,1,NA,1
"7481",101183,1,2,1,2,2,2,2,2,2,8,3.13,3,2,1,1
"7482",101184,1,2,2,2,2,2,2,1,2,6,1.17,1,2,1,1
"7483",101185,1,2,1,2,2,2,2,1,1,8,2.31,3,7,NA,1
"7484",101186,1,2,2,2,1,2,2,2,2,8,1.46,2,2,1,1
"7485",101187,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,2
"7486",101188,1,2,2,2,2,2,2,2,2,3,1,1,2,1,6
"7487",101189,1,2,2,2,2,1,2,2,2,1,0.12,1,2,1,1
"7488",101190,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,3
"7489",101191,1,2,2,2,2,2,2,2,2,9,2.77,3,2,2,2
"7490",101192,1,2,2,2,2,2,2,2,2,6,0.88,1,2,1,1
"7491",101193,1,2,2,2,1,2,2,2,1,12,5,3,1,NA,2
"7492",101194,1,2,2,2,2,2,2,1,2,6,1.85,2,1,NA,1
"7493",101195,2,2,1,2,1,2,2,2,2,7,2.14,3,2,1,1
"7494",101196,2,2,1,1,2,1,2,2,2,2,0.37,1,2,1,1
"7495",101197,1,2,2,2,2,2,2,2,2,9,2.04,3,2,1,1
"7496",101198,1,1,2,2,2,2,2,2,1,12,4.49,3,2,1,1
"7497",101199,2,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
"7498",101200,2,1,1,2,2,2,2,2,2,6,1.77,2,2,1,1
"7499",101201,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,1
"7500",101202,9,9,9,2,9,9,9,9,9,99,NA,9,2,99,1
"7501",101203,1,2,2,2,2,2,2,2,2,7,2.06,3,2,1,1
"7502",101204,2,2,1,2,2,2,1,2,2,6,1.97,3,2,1,1
"7503",101205,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,1
"7504",101206,1,1,2,2,2,2,2,2,2,99,NA,9,2,99,1
"7505",101207,2,1,1,2,1,2,2,2,2,11,5,3,2,4,1
"7506",101208,2,2,2,2,2,2,2,2,1,99,NA,2,2,1,1
"7507",101209,1,2,1,2,2,2,2,2,2,3,0.58,1,2,1,1
"7508",101210,1,2,2,2,2,2,2,2,2,1,0,1,2,1,6
"7509",101211,1,2,2,2,2,2,2,2,2,8,3.21,3,2,1,1
"7510",101212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7511",101213,2,2,1,2,2,1,2,2,2,3,0.89,1,2,1,3
"7512",101214,1,2,2,2,2,2,2,1,2,8,2.15,3,1,NA,2
"7513",101215,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,2
"7514",101216,1,2,2,2,2,2,2,2,2,1,0,1,2,1,4
"7515",101217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7516",101218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7517",101219,1,2,2,2,2,2,2,1,2,12,4.78,3,1,NA,1
"7518",101220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7519",101221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7520",101222,1,2,2,2,1,2,2,1,2,10,2.93,3,1,NA,1
"7521",101223,1,2,2,2,2,2,2,2,2,6,1.15,1,2,1,1
"7522",101224,1,2,2,2,2,2,2,2,1,7,1.43,2,2,1,1
"7523",101225,1,2,2,2,2,2,2,2,2,99,NA,1,2,99,1
"7524",101226,1,2,2,2,2,2,2,2,2,5,1.15,1,2,1,1
"7525",101227,2,2,1,2,1,2,2,2,2,7,3.28,3,2,1,1
"7526",101228,2,2,1,2,2,2,2,2,2,4,0.67,1,2,1,1
"7527",101229,1,1,2,2,2,2,2,2,2,10,1.94,3,2,3,1
"7528",101230,1,2,2,2,2,2,2,2,1,99,NA,9,2,1,1
"7529",101231,1,2,1,2,2,2,2,2,2,12,3.64,3,1,NA,1
"7530",101232,2,2,1,2,2,1,2,2,2,5,1.48,2,2,1,1
"7531",101233,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1,2
"7532",101234,1,2,2,2,2,2,2,1,2,10,2.96,3,1,NA,1
"7533",101235,1,1,2,2,2,2,2,1,2,6,0.64,1,1,NA,1
"7534",101236,1,2,2,2,2,2,2,2,2,5,1.04,1,2,1,2
"7535",101237,1,2,2,1,2,2,2,1,2,10,2.41,3,2,2,2
"7536",101238,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
"7537",101239,1,2,1,2,1,2,2,1,2,8,2.96,3,1,NA,1
"7538",101240,1,2,2,2,2,2,2,2,2,7,0.97,1,2,1,1
"7539",101241,1,2,2,2,2,2,2,2,2,11,3.35,3,2,2,1
"7540",101242,2,2,1,2,2,2,2,2,2,3,0.82,1,2,1,1
"7541",101243,2,1,1,2,1,2,2,2,2,5,0.98,1,2,1,2
"7542",101244,1,2,1,2,2,2,1,2,1,4,0.52,1,2,1,1
"7543",101245,1,2,2,2,2,2,2,2,2,3,0.48,1,2,1,1
"7544",101246,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,1
"7545",101247,1,2,2,2,2,2,2,2,2,8,2.2,3,2,1,1
"7546",101248,1,2,2,2,2,2,2,2,2,6,2,3,2,1,1
"7547",101249,1,2,1,2,2,2,2,2,2,99,NA,3,1,NA,1
"7548",101250,1,2,2,2,2,2,2,2,2,12,4.69,3,1,NA,1
"7549",101251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7550",101252,1,2,1,2,2,2,2,2,2,4,0.93,1,2,1,9
"7551",101253,2,2,1,1,2,2,2,2,2,7,2.62,3,2,1,1
"7552",101254,1,1,2,2,2,2,2,2,2,7,1.73,2,2,1,6
"7553",101255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7554",101256,1,2,1,2,2,1,2,2,1,12,5,3,2,1,1
"7555",101257,1,2,2,2,2,2,2,2,2,5,0.98,1,2,1,1
"7556",101258,1,2,2,1,2,2,2,2,2,5,1.1,1,2,1,1
"7557",101259,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
"7558",101260,2,2,1,2,2,2,2,1,2,6,2.27,3,1,NA,1
"7559",101261,1,1,2,2,2,2,2,2,2,7,1.73,2,2,2,1
"7560",101262,7,2,2,9,1,2,2,1,2,99,NA,2,2,1,1
"7561",101263,1,1,2,2,2,2,1,2,2,6,0.81,1,2,4,1
"7562",101264,1,2,2,2,2,2,2,2,2,77,NA,7,2,77,1
"7563",101265,1,2,2,2,2,2,2,2,1,12,5,3,2,1,1
"7564",101266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7565",101267,1,2,1,2,2,1,2,2,2,5,0.46,1,2,1,1
"7566",101268,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"7567",101269,1,2,2,2,2,1,2,2,2,7,1.46,2,1,NA,1
"7568",101270,1,2,2,2,1,2,2,2,2,11,2.92,3,1,NA,1
"7569",101271,1,2,2,2,2,2,2,2,2,10,2.24,3,2,1,1
"7570",101272,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"7571",101273,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"7572",101274,1,2,2,2,2,2,2,2,2,2,0.49,1,2,1,3
"7573",101275,2,1,1,2,2,2,2,2,2,5,1.64,2,2,1,1
"7574",101276,1,2,2,2,2,2,2,2,1,7,1.14,1,2,1,1
"7575",101277,2,2,1,2,2,2,2,2,2,7,2.26,3,1,NA,1
"7576",101278,1,1,2,1,2,2,2,1,1,5,0.83,1,2,1,1
"7577",101279,1,2,2,2,2,2,2,2,2,11,2.67,3,1,NA,1
"7578",101280,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7579",101281,1,2,2,2,2,2,2,2,2,4,0.65,1,2,1,4
"7580",101282,1,2,2,2,1,2,2,2,2,10,3.99,3,2,4,1
"7581",101283,1,2,2,2,2,2,2,2,2,9,3.69,3,2,3,1
"7582",101284,2,2,1,1,2,2,2,2,2,5,1.31,2,2,1,1
"7583",101285,1,2,2,2,2,2,2,2,1,11,2.55,3,2,1,2
"7584",101286,1,1,1,2,2,1,1,2,2,4,0.5,1,2,1,1
"7585",101287,1,2,2,2,2,2,2,2,2,6,0.88,1,2,1,1
"7586",101288,1,2,2,2,1,2,2,2,2,12,5,3,1,NA,1
"7587",101289,1,2,2,2,2,2,2,2,2,77,NA,9,2,99,1
"7588",101290,1,2,2,2,2,2,2,2,1,6,1,1,2,1,1
"7589",101291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7590",101292,1,2,1,2,2,2,2,2,2,6,0.72,1,2,1,1
"7591",101293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7592",101294,1,1,1,2,1,2,2,2,2,4,0.63,1,2,1,1
"7593",101295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7594",101296,1,2,2,2,1,2,1,2,2,9,1.82,2,2,1,1
"7595",101297,1,1,2,2,2,2,1,2,2,5,1.15,1,2,1,3
"7596",101298,1,2,2,2,2,2,2,2,2,7,1.33,2,2,1,1
"7597",101299,1,2,2,2,2,2,1,2,1,3,0.45,1,2,1,1
"7598",101300,1,1,2,2,2,2,2,2,2,10,2.73,3,2,1,1
"7599",101301,1,2,2,2,2,2,2,2,1,6,1.65,2,2,2,1
"7600",101302,1,1,2,2,2,2,2,2,1,5,1.18,1,2,1,1
"7601",101303,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
"7602",101304,1,2,2,2,2,2,2,1,2,12,4.17,3,1,NA,1
"7603",101305,1,2,2,2,2,2,2,2,2,7,2.02,3,2,1,1
"7604",101306,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
"7605",101307,1,2,2,2,2,2,1,2,2,3,0.89,1,2,1,1
"7606",101308,1,2,1,2,2,2,2,1,1,10,3.46,3,2,5,1
"7607",101309,1,1,2,2,2,2,2,1,2,10,2.45,3,1,NA,1
"7608",101310,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"7609",101311,1,2,1,1,2,1,2,2,2,9,2.89,3,2,1,1
"7610",101312,2,2,1,2,2,2,2,2,2,6,2.63,3,2,5,2
"7611",101313,1,1,2,2,2,2,2,2,2,9,2.04,3,1,NA,1
"7612",101314,1,2,2,2,2,2,2,2,2,10,2.63,3,2,2,1
"7613",101315,1,2,2,2,2,2,2,2,1,12,5,3,1,NA,1
"7614",101316,1,2,2,2,2,2,2,1,2,11,3.41,3,1,NA,1
"7615",101317,1,2,9,2,2,9,9,2,1,7,1.67,2,2,2,1
"7616",101318,1,2,2,2,2,2,2,2,1,10,2.87,3,2,3,1
"7617",101319,1,1,1,2,2,2,2,2,2,6,1.39,2,2,1,1
"7618",101320,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"7619",101321,1,2,2,2,2,2,2,2,2,8,2.35,3,2,1,1
"7620",101322,1,2,2,2,2,2,2,2,2,77,NA,3,2,77,1
"7621",101323,1,2,1,2,1,2,2,2,2,6,1.75,2,2,2,2
"7622",101324,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,1
"7623",101325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7624",101326,1,2,2,2,2,2,2,2,2,6,0.95,1,2,2,3
"7625",101327,2,2,1,1,2,1,2,2,1,4,0.92,1,2,1,1
"7626",101328,1,2,1,1,1,2,2,1,1,9,3.55,3,2,2,1
"7627",101329,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"7628",101330,1,2,2,2,2,2,2,2,1,3,0.59,1,2,3,1
"7629",101331,2,2,1,2,1,2,2,2,2,5,1.86,3,2,1,8
"7630",101332,2,2,2,2,2,2,1,2,2,5,0.98,1,2,1,3
"7631",101333,1,2,1,2,1,2,2,1,2,10,5,3,1,NA,1
"7632",101334,1,2,2,2,2,2,2,1,2,12,4.17,3,2,1,1
"7633",101335,1,2,1,2,2,2,2,1,2,99,NA,3,1,NA,1
"7634",101336,2,2,1,2,2,2,2,1,2,6,1.9,3,1,NA,1
"7635",101337,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7636",101338,1,2,2,2,2,2,2,2,2,1,0,1,2,1,3
"7637",101339,1,2,1,1,2,2,2,2,2,7,1.1,1,2,1,1
"7638",101340,2,2,1,2,1,2,2,1,2,9,3.79,3,1,NA,1
"7639",101341,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1,1
"7640",101342,1,2,2,2,2,2,2,2,1,9,2.1,3,2,1,1
"7641",101343,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
"7642",101344,1,2,2,2,2,2,2,2,2,5,0.82,1,2,1,1
"7643",101345,1,2,2,2,2,2,2,2,1,6,0.91,1,2,1,1
"7644",101346,1,2,2,2,2,2,2,1,2,7,1.41,2,2,1,1
"7645",101347,1,2,2,2,2,2,2,2,2,5,0.63,1,2,1,1
"7646",101348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7647",101349,1,2,1,2,2,2,2,2,2,5,1.18,1,2,1,2
"7648",101350,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1,1
"7649",101351,2,2,1,2,1,2,2,2,2,9,3.9,3,1,NA,1
"7650",101352,2,2,1,2,2,1,1,2,2,7,0.95,1,2,1,1
"7651",101353,1,2,2,2,2,2,2,2,1,6,0.77,1,2,1,1
"7652",101354,1,2,2,2,2,2,2,2,1,8,1.29,1,2,1,1
"7653",101355,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,1
"7654",101356,1,1,2,2,2,2,2,1,2,11,5,3,1,NA,1
"7655",101357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7656",101358,2,2,2,2,2,2,2,2,1,11,5,3,2,4,2
"7657",101359,1,2,2,2,2,2,2,1,1,99,NA,3,2,1,1
"7658",101360,1,2,1,2,2,1,9,1,1,8,1.16,1,2,1,1
"7659",101361,1,2,1,2,2,2,2,2,2,6,1.03,1,2,1,1
"7660",101362,2,2,1,2,1,2,2,2,2,5,1.9,3,2,1,1
"7661",101363,1,2,1,2,2,2,2,2,2,7,1.43,2,2,1,1
"7662",101364,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"7663",101365,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7664",101366,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"7665",101367,1,2,2,2,2,2,2,1,1,77,NA,7,7,NA,1
"7666",101368,1,2,2,2,2,2,2,2,2,12,4.27,3,1,NA,1
"7667",101369,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7668",101370,1,2,2,2,2,2,2,2,2,12,4.78,3,2,3,1
"7669",101371,1,2,2,2,2,2,2,1,2,10,2.96,3,1,NA,1
"7670",101372,1,1,2,2,2,2,2,2,2,11,2.92,3,2,1,1
"7671",101373,1,2,2,2,2,2,2,2,2,9,2.76,3,2,1,1
"7672",101374,1,2,2,2,2,2,2,2,2,11,3.21,3,1,NA,1
"7673",101375,1,2,2,2,2,2,2,2,2,8,1.67,2,2,1,1
"7674",101376,1,2,2,2,2,2,2,2,1,7,1.73,2,2,1,2
"7675",101377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7676",101378,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7677",101379,2,2,2,2,2,2,2,2,2,1,0.05,1,2,1,4
"7678",101380,1,1,2,2,2,2,2,2,2,6,1.04,1,2,2,1
"7679",101381,1,1,2,1,2,2,2,2,2,7,2.55,3,2,2,1
"7680",101382,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7681",101383,1,2,2,2,2,2,2,2,2,6,1.05,1,2,1,1
"7682",101384,1,2,1,2,2,2,2,2,2,8,1.95,3,2,1,1
"7683",101385,1,2,2,2,2,2,2,2,2,9,2.89,3,2,4,1
"7684",101386,1,2,2,2,2,2,2,2,2,99,NA,1,2,4,1
"7685",101387,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
"7686",101388,1,1,2,2,1,2,1,2,1,99,NA,3,1,NA,1
"7687",101389,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
"7688",101390,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA,1
"7689",101391,2,2,1,2,1,2,2,2,2,5,1.26,1,2,1,1
"7690",101392,1,1,2,2,2,2,2,2,2,3,0.37,1,2,1,1
"7691",101393,2,2,2,2,2,1,2,2,2,1,0,1,2,1,6
